language_code,language_name,script_direction,metadata
cda,Choni,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Chona"", ""Chone"", ""Cone"", ""Jone"", ""Zhuoni"", ""Hbrugchu (Zhouqu)"", ""Thewo (Diebu)""]}"
cdc,Chadic languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cdd,Caddoan languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cde,Chenchu,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chenchucoolam"", ""Chenchwar"", ""Chenswar"", ""Choncharu""]}"
cdf,Chiru,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chhori""]}"
cdg,Chamari,left-to-right,"{""description"": ""Deprecated from 2020-03-28. "", ""region"": ""India, Asia"", ""alternate-names"": [""Chamar"", ""Chambhar Boli"", ""Chambhari""]}"
cdh,Chambeali,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Cameali"", ""Chamaya"", ""Chambiyali"", ""Chamiyali Pahari"", ""Chamya""]}"
cdi,Chodri,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chaudhari"", ""Chaudri"", ""Chodhari"", ""Choudhara"", ""Choudhary"", ""Chowdhary""]}"
cdj,Churahi,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chaurahi"", ""Churahi Pahari"", ""Churai Pahari""]}"
cdm,Chepang,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Praja Bhasa"", ""Tsepang""]}"
cdn,Chaudangsi,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Bangba Lo"", ""Bangbani"", ""Chanpa Lo"", ""Chaudans Lo"", ""Saukas"", ""Shaukas"", ""Tsaudangsi""]}"
cdo,Min Dong Chinese,left-to-right,"{""macrolanguage"": ""zh"", ""region"": ""China, Asia"", ""alternate-names"": [""Eastern Min"", ""Foochow"", ""Hokchiu"", ""Min Dong"", ""Xinghua (Hsinghua)"", ""Guxhou"", ""Fuzhou (Foochow)"", ""Fuchow"", ""Foochow (Fuzhou)""]}"
cdr,Cinda-Regi-Tiyal,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Cinda-Regi-Tiyal"", ""Tiyar"", ""Tucipu"", ""Tu'yara"", ""Yara"", ""Regi (tuRegi)"", ""Kuki (Tiyal)"", ""Tegina"", ""Ucinda"", ""Makangara"", ""Kuru (uKuru)"", ""Cinda (Jinda)"", ""Maruba"", ""Majinda""]}"
cds,Chadian Sign Language,left-to-right,"{""region"": ""Chad, Africa""}"
cdy,Chadong,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Cha Dong"", ""Chadonghua"", ""Chadongyu""]}"
cdz,Koda,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Kaora"", ""Kora"", ""Korali"", ""Korati"", ""Kore"", ""Mudi"", ""Mudikora""]}"
cea,Lower Chehalis,left-to-right,"{""region"": ""United States, Americas""}"
ceb,Cebuano,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Binisaya"", ""Bisayan"", ""Sebuano"", ""Sugbuanon"", ""Sugbuhanon"", ""Visayan""], ""is-gateway-language"": true}"
ceg,Chamacoco,left-to-right,"{""region"": ""Paraguay, Americas"", ""alternate-names"": [""Ishiro"", ""Jeywo"", ""Yshyro"", ""Tomaraho""]}"
cek,Eastern Khumi Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Ta-aw"", ""Ta-oo"", ""Taheunso"", ""Palyng"", ""Paru"", ""Rengsa (Namboi, Nangbwe)"", ""Uiphaw"", ""Sangtha"", ""Tahaensae"", ""Tao Cha"", ""Nisay (Nise)"", ""Kaja"", ""Aki Along"", ""Nideun (Amlai)"", ""Laungtha"", ""Asang (Kasang)"", ""Ghu"", ""Kajauk"", ""Lemi (Akelong)"", ""Likhy (Likhaeng)"", ""Maru""]}"
cel,Celtic languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cen,Cen,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Chen"", ""Icen"", ""Icen FiForon"", ""Icen Ibaas"", ""Ichen""]}"
cet,Centúúm,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Cen Tuum""]}"
cey,Ekai Chin,,{}
cfa,Dijim-Bwilim,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Bwilim (Fitilai)"", ""Mwana"", ""Mwomo"", ""Mwano"", ""Mona"", ""Cham"", ""Dijim (Cam)""]}"
cfd,Cara,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Chara"", ""Fakara"", ""Nfachara"", ""Pakara"", ""Tariya"", ""Tera"", ""Teriya"", ""Terri""]}"
cfg,Como Karim,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Asom"", ""Chomo"", ""Kinzimba"", ""Kirim"", ""Kiyu"", ""Nuadhu"", ""Shomo Karim"", ""Shomong""]}"
cfm,Falam Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Fallam"", ""Halam Chin"", ""Hallam"", ""Tipura"", ""Falam"", ""Hallam Chin"", ""Sim"", ""Lente (Lyente)"", ""Zahau-Shimhrin"", ""Zahau"", ""Zahao (Lyen-Lyem)"", ""Yahow"", ""Tashom"", ""Taisun (Shunkla)"", ""Sunkhla"", ""Chorei"", ""Ngawn"", ""Laizo-Shimhrin"", ""Laizo (Laiso)"", ""Laizao"", ""Khualshim (Kwelshin)"", ""Kalai (Koloi)"", ""Kaipang"", ""Hualngo"", ""Mursum (Molsom)""]}"
cga,Changriwa,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
cgc,Kagayanen,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Cagayano"", ""Kagay-anen"", ""Kinagayanen"", ""Calamian Kagayanen""]}"
cgg,Chiga,left-to-right,"{""region"": ""Uganda, Africa"", ""alternate-names"": [""Ciga"", ""Kiga"", ""Nkore-Kiga"", ""Oluchiga"", ""Orukiga"", ""Rukiga"", ""Runyankore-Rukiga"", ""RuNyangyezi"", ""RuSigi"", ""RuHimba"", ""RuNyaifwe-Hororo""]}"
cgk,Chocangacakha,left-to-right,"{""region"": ""Bhutan, Asia"", ""alternate-names"": [""Kursmadkha"", ""Maphekha"", ""Rtsamangpa'ikha"", ""Tsagkaglingpa'ikha""]}"
chb,Chibcha,left-to-right,"{""region"": ""Colombia, Americas""}"
chc,Catawba,left-to-right,"{""region"": ""United States, Americas""}"
chd,Highland Oaxaca Chontal,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chontal de la Sierra de Oaxaca"", ""Tequistlatec"", ""Chontal de Oaxaca bajo"", ""Chontal de Oaxaca alto""]}"
chf,Tabasco Chontal,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Yocot'an"", ""Chontal de Tabasco del este"", ""Tamult\u00e9 de las S\u00e1banas Chontal"", ""Chontal de Tabasco del norte"", ""Chontal de Tabasco central"", ""Chontal de Tabasco del sureste""]}"
chg,Chagatai,,{}
chh,Chinook,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Lower Chinook"", ""Klatsop (Tlatsop)""]}"
chj,Ojitlán Chinantec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chinantec, Comaltepec"", ""Chinanteco del Norte"", ""Chinantec"", ""Comaltepec""]}"
chk,Chuukese,left-to-right,"{""region"": ""Federated States of Micronesia, Pacific"", ""alternate-names"": [""Chuuk"", ""Lagoon Chuukese"", ""Ruk"", ""Truk"", ""Trukese""]}"
chl,Cahuilla,left-to-right,"{""region"": ""United States, Americas""}"
chm,Mari (Russia),left-to-right,"{""description"": ""This represents a marco language. A more specific tag might be available. "", ""region"": ""Russian Federation, Europe""}"
chn,Chinook jargon,left-to-right,"{""region"": ""Canada, Americas"", ""alternate-names"": [""Chinook Jargon"", ""Chinook Pidgin"", ""Tsinuk Wawa""]}"
cho,Choctaw,left-to-right,"{""region"": ""United States, Americas""}"
chp,Chipewyan,left-to-right,"{""description"": ""Dene Suline"", ""region"": ""Canada, Americas"", ""alternate-names"": [""D\u00ebne S\u00faline""]}"
chq,Quiotepec Chinantec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Highland Chinantec"", ""Yolox Chinanteco""]}"
chr,Cherokee,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Tsalagi"", ""Tslagi"", ""Upper Cherokee"", ""Western Cherokee"", ""Otali (Overhill Cherokee)"", ""Kituhwa (Middle Cherokee)"", ""Elati (Eastern Cherokee)"", ""Lower Cherokee""]}"
cht,Cholón,,{}
chw,Chuwabu,left-to-right,"{""region"": ""Mozambique, Africa"", ""alternate-names"": [""Chichwabo"", ""Chuwabo"", ""Chwabo"", ""Cicuabo"", ""Cuabo"", ""Cuwabo"", ""Echuabo"", ""Echuwabo"", ""Txuwabo"", ""Karungu"", ""Marale""]}"
chx,Chantyal,left-to-right,"{""region"": ""Nepal, Asia"", ""alternate-names"": [""Chantel"", ""Chantel Kham"", ""Chhantel"", ""Khamkura""]}"
chy,Cheyenne,left-to-right,"{""region"": ""United States, Americas""}"
chz,Ozumacín Chinantec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chinanteco de Ayotzintepec"", ""Chinanteco del Sureste Alto"", ""Juujmii""]}"
cia,Cia-Cia,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Boetoneezen"", ""Buton"", ""Butonese"", ""Butung"", ""South Buton"", ""Southern Butung"", ""Sampolawa (Mambulu-Laporo)""]}"
cib,Ci Gbe,left-to-right,"{""region"": ""Benin, Africa"", ""alternate-names"": [""Ayizo-Ci"", ""Ci"", ""Cigbe"", ""Tchi""]}"
cic,Chickasaw,left-to-right,"{""region"": ""United States, Americas""}"
cid,Chimariko,,{}
cie,Cineni,left-to-right,"{""region"": ""Nigeria, Africa""}"
cih,Chinali,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chana"", ""Channali"", ""Chinal"", ""Dagi"", ""Harijan"", ""Shipi""]}"
cik,Chitkuli Kinnauri,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chitkhuli"", ""Chitkuli"", ""Kanauri"", ""Kinnauri"", ""Thebarskad"", ""Ts\u00edhuli"", ""Tsitkhuli""]}"
cim,Cimbrian,left-to-right,"{""region"": ""Italy, Europe"", ""alternate-names"": [""Tzimbro"", ""Zimbrisch"", ""Tredici Communi Cimbrian (Tauch)""]}"
cin,Cinta Larga,left-to-right,"{""region"": ""Brazil, Americas""}"
cip,Chiapanec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chiapaneco"", ""Chidigo""]}"
cir,Tiri,left-to-right,"{""description"": ""Ham\u00e9a. M\u00e9a"", ""region"": ""New Caledonia, Pacific"", ""alternate-names"": [""Ciiri"", ""Ciri"", ""Grand Couli"", ""Ha-Tiri"", ""Tinrin"", ""T\u00eer\u00ee-M\u00e9a"", ""Xaa Mea"", ""T\u00eer\u00ee"", ""Hameha"", ""M\u00e9a (Ha Mea)""]}"
ciw,Chippewa,left-to-right,"{""macrolanguage"": ""oj"", ""region"": ""United States, Americas"", ""alternate-names"": [""Ojibway"", ""Ojibwe"", ""Southwestern Ojibwa"", ""Upper Michigan-Wisconsin Chippewa""]}"
ciy,Chaima,left-to-right,"{""region"": ""Venezuela, Americas"", ""alternate-names"": [""Chayma"", ""Guaga-Tagare"", ""Sayma"", ""Warapiche""]}"
cja,Western Cham,left-to-right,"{""region"": ""Cambodia, Asia"", ""alternate-names"": [""Cambodian Cham"", ""Cham"", ""New Cham"", ""Tjam"", ""Chiem""]}"
cje,Chru,left-to-right,"{""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Cadoe Loang"", ""Choru"", ""Chrau Hma"", ""Chu"", ""Chu Ru"", ""Churu"", ""Cru"", ""Kru"", ""Seyu"", ""Noang (La-Dang)""]}"
cjh,Upper Chehalis,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Chehalis"", ""Kwaiailk""]}"
cji,Chamalal,left-to-right,"{""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Camalal"", ""Chamalin"", ""Kwenkhi"", ""Gigatl (Hihatl)"", ""Gakvari (Agvali-Richaganik-Tsumada-Urukh)"", ""Gadyri (Gachitl-Kvankhi)"", ""Tsumada""]}"
cjk,Chokwe,left-to-right,"{""region"": ""Angola, Africa"", ""alternate-names"": [""Ciokwe"", ""Djok"", ""Kioko"", ""Quioco"", ""Shioko"", ""Tschiokloe"", ""Tshokwe"", ""Imo"", ""Tschiokwe"", ""Ukhongo"", ""Ulanda""]}"
cjm,Eastern Cham,left-to-right,"{""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Bhamam"", ""Chiem"", ""Chiem Th\u00e0nh"", ""Tjam""]}"
cjn,Chenapian,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Chenap"", ""Tsenap"", ""Zenap""]}"
cjo,Ashéninka Pajonal,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Ash\u00e9ninca"", ""Atsiri"", ""Pajonal"", ""Campa""]}"
cjp,Cabécar,left-to-right,"{""region"": ""Costa Rica, Americas"", ""alternate-names"": [""Chirrip\u00f3""]}"
cjr,Chorotega,,"{""use-instead"": ""mom"", ""description"": ""Deprecated from 2010-03-11. ""}"
cjs,Shor,left-to-right,"{""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Aba"", ""Kondoma Tatar"", ""Kuznets Tatar"", ""Mras Tatar"", ""Shortsy"", ""Tom-Kuznets Tatar"", ""Mrassa (Mrasu)""]}"
cjv,Chuave,left-to-right,"{""region"": ""Papua New Guinea, Pacific"", ""alternate-names"": [""Tjuave"", ""Sua""]}"
cjy,Jinyu Chinese,left-to-right,"{""macrolanguage"": ""zh"", ""region"": ""China, Asia"", ""alternate-names"": [""Jin"", ""Jinyu"", ""Changzhi"", ""Pingyao""]}"
cka,Khumi Awa Chin,,"{""use-instead"": ""cmr"", ""description"": ""Deprecated from 2012-08-12. ""}"
ckb,Central Kurdish,right-to-left,"{""macrolanguage"": ""ku"", ""region"": ""Islamic Republic of Iran, Asia"", ""alternate-names"": [""Kordi"", ""Korkora"", ""Kurdy"", ""Mokri"", ""Sine'i"", ""Wawa"", ""Kerkuki"", ""Warmawa"", ""Suleimani (Silemani)"", ""Southern Jafi"", ""Sanandaji (Sina'i)"", ""Sineyi"", ""Xoshnaw"", ""Pijdari"", ""Hewleri (Arbili)"", ""Garmiyani"", ""Bingird"", ""Mukri (Kordi)"", ""Rewandiz""]}"
ckh,Chak,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Sak"", ""Tsak"", ""Ashah"", ""Thet""]}"
ckl,Cibak,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Chibbak"", ""Chibbuk"", ""Chibok"", ""Chibuk"", ""Cibuk"", ""Kibaku"", ""Kibbaku"", ""Kikuk"", ""Kyibaku""]}"
ckm,Chakavian,left-to-right,"{""region"": ""Croatia, Europe""}"
ckn,Kaang Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Kang"", ""Mgan"", ""M'kaang"", ""Mkan""]}"
cko,Anufo,left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Chakosi"", ""Chokosi"", ""Chokossi"", ""Kyokosi"", ""Tiokossi""]}"
ckq,Kajakse,left-to-right,"{""region"": ""Chad, Africa"", ""alternate-names"": [""Kadjakse"", ""Kajeske"", ""Kawa Tadimini"", ""Kujarke"", ""Mini""]}"
ckr,Kairak,left-to-right,"{""region"": ""Papua New Guinea, Pacific""}"
cks,Tayo,left-to-right,"{""region"": ""New Caledonia, Pacific"", ""alternate-names"": [""Patois"", ""Patois de St-Louis""]}"
ckt,Chukot,left-to-right,"{""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Chuchee"", ""Chukcha"", ""Chukchee"", ""Chukot"", ""Luoravetlan""]}"
cku,Koasati,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Coushatta""]}"
ckv,Kavalan,left-to-right,"{""region"": ""Taiwan, Province of China, Asia"", ""alternate-names"": [""Cabaran"", ""Kabalan"", ""Kabaran"", ""Kamalan"", ""Kavanan"", ""Kavarauan"", ""Kbalan"", ""Kibalan"", ""Kiwaraw"", ""Kiwarawa"", ""Kuvalan"", ""Kuvarawan"", ""Kuwarawan"", ""Kvalan"", ""Shekwan"", ""Kareovan (Kareowan)""]}"
ckx,Caka,left-to-right,"{""region"": ""Cameroon, Africa"", ""alternate-names"": [""Assaka (Adzu Balaka)"", ""Batanga (Adzu Batanga)""]}"
cky,Cakfem-Mushere,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Chokfem"", ""Kadim-Kaban""]}"
ckz,Cakchiquel-Quiché Mixed Language,left-to-right,"{""region"": ""Guatemala, Americas"", ""alternate-names"": [""Cauque Mixed Language""]}"
cla,Ron,left-to-right,"{""region"": ""Nigeria, Africa"", ""alternate-names"": [""Chala"", ""Challa"", ""Monguna (Maleni)"", ""Nafunfia"", ""Daffo-Butura (Lis Ma Run)"", ""Bokkos (Alis I Run)"", ""Shagawu""]}"
clc,Chilcotin,left-to-right,"{""region"": ""Canada, Americas"", ""alternate-names"": [""Tzilkotin""]}"
cld,Chaldean Neo-Aramaic,left-to-right,"{""macrolanguage"": ""syr"", ""region"": ""Iraq, Asia"", ""alternate-names"": [""Fallani"", ""Fellihi"", ""Kaldaya"", ""Kildani"", ""Lishana Kaldaya"", ""Modern Chaldean"", ""Neo-Chaldean"", ""Soorath"", ""Soorith"", ""Suras"", ""Sureth"", ""Shirnak-Chizre (Bohtan)""]}"
cle,Lealao Chinantec,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chinanteco de San Juan Lealao""]}"
clh,Chilisso,left-to-right,"{""region"": ""Pakistan, Asia"", ""alternate-names"": [""Chiliss"", ""Galos""]}"
cli,Chakali,left-to-right,"{""region"": ""Ghana, Africa""}"
clj,Laitu Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Daitu"", ""Hio Bei"", ""Hle-tu"", ""Laikhy"", ""Laitu Kheu"", ""Ledu"", ""Leitu"", ""Dalet Stream (Lawktu)"", ""Panmyawogyi River (Kawngtu)"", ""Phuntha Stream (Daaitu)""]}"
clk,Idu-Mishmi,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Chulikata"", ""Idu Lhoba"", ""Idu Mishmi"", ""Lhoba"", ""Lho-Pa"", ""Yidu"", ""Ida"", ""Idu"", ""Midhi"", ""Midu"", ""Yidu Luoba"", ""Chulikotta""]}"
cll,Chala,left-to-right,"{""region"": ""Ghana, Africa"", ""alternate-names"": [""Cala"", ""Tshala""]}"
clm,Clallam,left-to-right,"{""region"": ""United States, Americas"", ""alternate-names"": [""Klallam"", ""Na'klallam"", ""S'klallam""]}"
clo,Lowland Oaxaca Chontal,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chontal de la Costa de Oaxaca"", ""Chontal de Oaxaca de la costa"", ""Huamelula Chontal"", ""Huamelulteco""]}"
clt,Lautu Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Lawhtu""]}"
clu,Caluyanun,left-to-right,"{""region"": ""Philippines, Asia"", ""alternate-names"": [""Caluyanen"", ""Caluyanhon""]}"
clw,Chulym,left-to-right,"{""region"": ""Russian Federation, Europe"", ""alternate-names"": [""Chulim"", ""Chulym Tatar"", ""Chulym-Turkish"", ""Melets Tatar""]}"
cly,Eastern Highland Chatino,left-to-right,"{""region"": ""Mexico, Americas"", ""alternate-names"": [""Chatino de la Zona Alta Oriental"", ""Chatino Oriental Alto"", ""Lachao-Yolotepec Chatino"", ""Sierra Oriental Chatino""]}"
cma,Maa,left-to-right,"{""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Chauma"", ""Che Ma"", ""Ma Krung"", ""Ma Ngan"", ""Ma To"", ""Ma Xop"", ""Maaq""]}"
cmc,Chamic languages,,"{""description"": ""This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. ""}"
cme,Cerma,left-to-right,"{""region"": ""Burkina Faso, Africa"", ""alternate-names"": [""Gwe"", ""Gwen"", ""Kirma"", ""Guin""]}"
cmg,Classical Mongolian,left-to-right,"{""region"": ""Mongolia, Asia""}"
cmi,Emberá-Chamí,left-to-right,"{""region"": ""Colombia, Americas"", ""alternate-names"": [""Chami""]}"
cmk,Chimakum,,"{""use-instead"": ""xch"", ""description"": ""Deprecated from 2010-03-11. ""}"
cml,Campalagian,left-to-right,"{""region"": ""Indonesia, Asia"", ""alternate-names"": [""Tallumpanuae"", ""Tasing"", ""Tjampalagian""]}"
cmm,Michigamea,left-to-right,"{""region"": ""United States, Americas""}"
cmn,Mandarin Chinese,left-to-right,"{""macrolanguage"": ""zh"", ""region"": ""China, Asia"", ""alternate-names"": [""Beifang Fangyan"", ""Guanhua"", ""Guoyu"", ""Hanyu"", ""Huayu"", ""Northern Chinese"", ""Putonghua"", ""Standard Chinese"", ""Zhongguohua"", ""Zhongwen"", ""Tayok"", ""Hoton"", ""Hui-Zu"", ""Hytad"", ""Khoton"", ""Qotong"", ""Xui"", ""Kuoyu"", ""Jiangxia Guanhua"", ""Xibei Guanhua (Northwestern Mandarin)"", ""Western Mandarin"", ""Pathee"", ""Panthe"", ""Pantha"", ""Xinan Guanhua (Southwestern Mandarin)"", ""Panghse"", ""Jinghuai Guanhua (Eastern Mandarin)"", ""Hwei"", ""Hui-Tze"", ""Huabei Guanhua (Northern Mandarin)"", ""Ho (Cin Haw)"", ""Haw"", ""Lower Yangze Mandarin"", ""Kokang (Kokant)""]}"
cmo,Central Mnong,left-to-right,"{""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Budong"", ""Bunong"", ""Phanong"", ""Phnong"", ""Phong"", ""Budang"", ""Pnong"", ""Biat (Bhi\u00e9t)"", ""Dih Bri (Di-Pri)"", ""Pr\u00e9h (Pre)""]}"
cmr,Mro-Khimi Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Awa Khami"", ""Khimi"", ""Khumi Awa"", ""Mro"", ""Mro Chin"", ""Vakung"", ""Wakun"", ""Wakung"", ""Aroeng"", ""Xengna (Hrengna)"", ""Vakung (Wakung)"", ""Areung"", ""Arang (Ahraing Khami)"", ""Xata""]}"
cms,Messapic,left-to-right,"{""region"": ""Italy, Europe""}"
cmt,Camtho,left-to-right,"{""region"": ""South Africa, Africa"", ""alternate-names"": [""Iscamtho"", ""Isicamtho"", ""Tsotsitaal""]}"
cna,Changthang,left-to-right,"{""region"": ""India, Asia"", ""alternate-names"": [""Byangskat"", ""Byanskat"", ""Changs-Skat"", ""Changtang"", ""Changtang Ladakhi"", ""Rong"", ""Rupshu"", ""Stotpa"", ""Upper Ladakhi""]}"
cnb,Chinbon Chin,left-to-right,"{""region"": ""Myanmar, Asia"", ""alternate-names"": [""Chindwin Chin"", ""Chinpon"", ""Oo-pu"", ""Sho"", ""Tuishiip"", ""Tuiship"", ""Uppu"", ""\u00dctb\u00fc""]}"
cnc,Côông,left-to-right,"{""region"": ""Viet Nam, Asia"", ""alternate-names"": [""Khoong"", ""Xa Coong"", ""Xa Xam"", ""Xa Xeng""]}"
cng,Northern Qiang,left-to-right,"{""region"": ""China, Asia"", ""alternate-names"": [""Ch'iang"", ""Mawo""]}"
cnh,Hakha Chin,left-to-right,"{""description"": ""Haka Chin"", ""region"": ""Myanmar, Asia"", ""alternate-names"": [""Baungshe"", ""Lai"", ""Lai Hawlh"", ""Lai Pawi"", ""Hakha"", ""Klangklang (Thlantlang)""]}"
cni,Asháninka,left-to-right,"{""region"": ""Peru, Americas"", ""alternate-names"": [""Ash\u00e1ninca"", ""Campa""]}"
